"","p_cntrl5062","p_cntrl8512","p_cntrl5029","p_cncr7136","p_cntrl2642","p_cncr2935","p_cntrl1116","p_cncr5626","p_cntrl1317","p_cncr3717","p_cntrl2476","p_cncr5310","p_cncr8118","p_cncr3092","p_cncr2842","p_cntrl9875","p_cncr9894","p_cncr6814","p_cncr5676","p_cncr1313","p_cntrl8815","p_cncr4019","p_cncr4932","p_cncr8502","p_cncr9042","p_cncr8563","p_cntrl3243","p_cncr1633","p_cncr3976","p_cncr8561"
"11101000101110100010",73640,2129,547,149227,7010,145032,131687,18349,35994,292945,108283,3,74424,4324,53313,47,51026,136094,7409,183,1255,18885,15646,130895,81995,1662446,8334,15704,25387,89047
"10000010100111100100",40945,623392,68247,39578,88764,234871,2704758,11535,161943,60550721,3639383,6886,14956,299396,801607,85222,18076,25884,4738,616048,35460,42408,1454705,75324,63365,4772,69277,1942,5992,1806
"10001000000110111110",2795,589297,115,25148,898,10303,4161,39485,555519,3400,4966,767,7940,2754,32656,5608,734544,19918,7440,13818,11004,597,17006,32515,3609,6302,3550,4415,296081,18992
"11100010101100001101",290460,8447907,1515,36519,30434,86693,37606,7324,15817,7537,221621,4182,477635,380728,79835,78376,458413,1548406,8743,34315,114598,4326,68761,25766,15606,337480,7602340,745,7487,1345
"01011001110101100011",17990,45530,321,26228,18926,515286,12160,64194,3627025,880,126,529,115738,6467,11694,275,440930,12018,2570,129,11087,3091,5864,27469,82073,1584,24356,639,7816152,230
"10010010010111001000",108437,22107,19244,25480,3501,4463949,114107,3534558,23597,5659,3950,91597,907,13570,65406,25945044,253581,3173,701,24607,4658,94068,14367537,469164,34846,1292,495302,98,163105,139017
"11111001101000001101",58793,590,230389,42510,7208,54336,590083,356,2026467,248419,2606,5471,1836,626,56359,297,4569,15917,20006,499,16887,14595,13779,965610,19073,2207309,13178,6,2358,74019
"00101110001110001010",4623347,211343,4458,25877,28854,454,652820,15408,116498,37634,179997,66533,4740,107154,41826,1621,113809,527595,181883,3531246,946,49580,364518,12732,16133,3401099,796217,74325,1087881,6390
"10111101110011110101",24112,43,51256,40999,345,142824,21257,9083,751078,451,48178,3775,119936,118040,2729,16896,7506,289,4085,132,20255,3265,20321,8593,77555,4181,14620,1501,90319,636
"00100110100101000100",66331,33956,115082,67771,203477,522084,2514039,909075,1468012,322273,978647,1167196,949923,316585,57057,428427,12853,368349,48949,23377,234862,128637,3652,703184,110012,39599,1122,4158,134,527433
"10110100100000010101",40507,9114,23518,135667,174161,20803,893544,13700,1751702,4434,42774,867,36659,8150,14452,3137,320764,76399,6433,21340,2245995,57,132936,116055,1230258,1746,201887,76687,410,24474
"01010011110111001110",769,114645,3831285,1374703,191233,322,44954,20501947,102077,5231,1153516,138459,29922,380190,378,1307477,513673,24115,25314,2457641,246591,15309,23944,2039,8486,24345,8686,5287074,8658,1713
"10000011010010010010",60863,351102,11738,2280,152148,105962,125749,42389,4665,45354,931645,27454,35769,350211,30091,34057,48517,475462,109504,10348,111749,29518,55893,3244,16183,250611,123845,355,131297,84218
"01001011011001111101",497187,187353,1014307,47196,11445,714122,112126,10560,92820,117221,11343,234564,98226,75971,96010,94463,622879,107335,133990,2535,4539,108471,345237,2989084,3236901,52406,3033,361355,112420,31408
"01011111011011000111",244214,11444177,4618005,477,1438,60105,6423,166814,2602604,14,13186204,9603,98519,813956,195819,673248,180847,2452,251,363,575046,46263,190752,89427,1093228,87538,12539337,76,75948,176
"11011000010010000100",6604,15895,11644,17210,51685,520455,214007,8376,6029361,183749,19053,438,544207,509,73816,4859,6459,266,144714,29997,136568,52487,642,12639,14528,175143,211,3391,911403,334
"11010101011111001011",2369718,3616,383926,110720,200617,63143,39801,641057,37311,132946639,19693,384355,759,9271,1174,376909,2193,4913,66246,11571,36488,41342,53555,48992,39518,46931,6306,82606,6230,138169
"00101010011011011000",56614,150771,1194,100490,109086,36506,2626,21943,239336,59673,2393,2795,6304,138674,352751,749903,36665,686116,4349141,54858,728325,1591759,7772,132271,271376,2698,3027,569048,14520,517433
"00011001100101010010",255985,6070,17961,159,43,578437,154689,4896,23868,203,33775,4482,315,1603,155177,3402,5569,227,13530,619,701,39379,1922570,902088,40186,27283,1558,701,367596,36637
"01101011001101000000",6456,11952,39980,30417,910,5582,208924,210720,362872,21863732,121039,1090049,1299,14782,21516,420791,170245,180528,293389,6294,204492,55984,311451,269607,743518,46481,9551,16918,42653,21640
"01111111011011111001",1205,80908,362320,177040,13085,17337,42269,8596539,770873,9016854,1211803,114106,83977,81,47215,636621,101712,89661,1612013,127148,8303,1103078,7585,33238,12727,5946777,3157,804,773,102025
"10010100001000010001",823,2281041,221329,3926,215009,81070,75148,197018,52659,1649,20576,576,103,7033,255792,48,296894,179240,15365,662,225794,5042,109197,42082,3368743,131,40976,385461,979205,1917
"10100010000101110001",3438942,38238,739,115314,602053,157251,13738,10188,20728648,62119,189619,3373,22046,218,9677,3750,41100,3527,582,19,163187,39,476,18486,13016,147,157889,47673,304554,346
"00001111011101010111",3117,341373,1389363,14443,376555,393131,5181,1304,42168600,24238,923877,15914,26845,5613,8975,126366,63142,34701,85915,55911,158046,320151,1215869,8564,49564,1182,30957,430289,494128,13884
"11101100110101101100",1572333,191,1522,5931,15,842974,11048,44254,76635,279267,6038,300,29314,2033,12587,12175,10952,190871,1891597,97,45261,2268,23671,1051,4136,462910,22991,28,110085,27591
"11110111010011000011",23676,1619,216715,87483,88515,8417950,16696635,3986,8318566,6846,1074258,2025502,115,106138,673,16370,4922,903238,18895,19,218015,177,1791613,112309,56409,11620,1698615,4544,3742,4661
"01111100010111010100",9357,3979,189266,2542,387553,30523,103249,2270064,517,29911,84176,4068,25822,2552,1281,7620,31300,241755,139413,30838,351,776,137227,665457,1673,528712,1022,72,37166,2013
"00001101000100111000",36861,3449002,434,4027,98,182474,3347,10239,385133,17972,9943,2373,1442,822809,812619,53527,771,3289,122793,81,2289,10520,3301,1759,1991,6445,13408,164,4095162,94543
"11000101011000011100",159489,273030,148128,3492,112604,139466,26825,134081,101121,281527,487268,22081,20298,173,226,203073,805,1227,521388,25533,547555,4588,90374,1004974,805,184036,39144,1596814,8092,13373018
"00110001110100110000",7283031,5060,74266,37611,8305882,273524,14666,285987,323540,375457,1390,49818,34077,5977,58974,12167,114662,6425,736248,67137,1048270,32014,1722406,107617,426700,227176,47687,1209031,60635,2955808
"10001001001010101100",46,63,45,50893,5457,14949,194578,144223,36942,2033,3808,1187,1317,13339,147412,310,106704,2544,6191,170,67813,71,3,5382,1094,76,1952,262,1519770,3648
"01010110110010010000",561877,1080,3396539,49772,694,41472,14845,3643394,30150613,44446,4475,522615,165159,893030,2196817,147796,125,1032599,2633,4008,114151,2221115,986396,1580547,84261,144156,119973,120261,44064,6783
"11110010100110001000",1867,946094,283831,150787,83213,187950,611163,280,1030,2721,849059,239206,4545,1801393,179374,664738,128808,411872,290489,2202175,5407,10154,33036,1389179,123326,372610,1914771,1813,1553247,238793
"11000100001010010000",606,24213,11916,2342,491598,13955,22787,255479,5891,6338,7266,1575762,16305,15951809,382482,883,37176,4272,51308,1030,60138,61565,1307946,44001,1582513,746,36448,5139,5543,80645
"10100001001110001010",3749,434872,8584,11829,103832,50852,218217,174938,5137222,53270,328632,204312,951410,186,12343,633452,303441,13052,116455,78513,888,8842291,6073,127863,44973,2322502,43591,17129707,258699,377
"00101001011111110100",4361,8714,5865,591340,10788,772983,458173,2290287,26177,508,1022,118224,641073,96711,100044,51266,20821,10453,6230730,228,170420,4426,504,3240,115,1512,355,4819,9685358,128259
"10000010110100001001",281982,1237890,1672297,464515,35030,38582,4441457,1793,4813,643316,1546971,258213,3574839,202462,1195757,684481,112534,89382,11277,178689,1489,924039,165011,174741,446793,690205,1430796,13548349,55716,193297
"00010111010011101111",535340,14975,76908,453,27947,597607,74546,3305,1417233,4093,1223597,7915,689660,54212,1365,70629,44479,20793,42136,53470,58762,59116,2869136,44342,1289660,1787,2295074,314430,5066,1995602
"00100101011100111101",1123931,99643,303077,141149,6071180,2922,384108,30227,11818,7593722,41383,103335,182375,23165,322569,171570,4899,8094525,11804,83052,32280,21528,430771,3138595,10553175,59092,2289201,141412,18265,1447816
"11111110001111000101",41533,536590,112482,9381,9041,430754,18185,644,485860,2193,2891926,3743,8253,4827,409,1108597,199197,1121585,90979,125607,2918,5678,291024,210810,81516,298172,21656,2654260,398419,47230
"10011100000001101100",102599,818,276,737,47241,27608,55172,145,762394,3202,33685,0,252277,23945,2336705,3964,86569,36211,8582,99545,571,28960,11064,170004,465,363,6279,4,12514,251
"11011110010101110101",744964,23410,120935,263038,249853,107403,100731,75272,1791771,44159,499543,389,26829,5020,8722,57593,144650,39963,132859,1914,610964,17,422,485,152782,68837,219953,24519,4000,790110
"00111010000000101110",69333,57765,179121,62678,260658,44464,1268027,53663,230174,3993818,467393,72225,5673,34222,33432,5523,21790,171,2334685,74381,57134,952668,20980,40,17851,6929,523000,58763,10485801,391518
"01111101011101100001",869563,10390,21898,130883,748211,13630,771964,5897,90461,46263,944,39,27218,10747,512738,441,211,73346,19352,55,13659,282,10361,351183,107095,27951,1880,21168,78593119,209078
"00011110011100011101",105917,121893,9886,638054,70612,464155,3870535,250573,13189,4031838,11244,4374,1703271,805857,11457,174288,832068,88073,4569,67785,22288,39127,13220,219,15371,5066,3363,74060,2360,14866
"00101001000111001110",5484,332,5523,192326,254218,233116,263767,29321,28578,98016,28,10636,925025,68472,22592,12503,4140,9263,858327,8,3374,151334,22814,5295,51062,1474535,279,874,334080,893
"00100010000101110010",24141,90371,86947,70429,2586063,90676,64279,77493,300394,12458940,6318968,871703,2609563,22494,541570,2352054,84668,585330,38566,4946,29912,2843,67929,207835,93989,2215,78,623,761622,20676
"10000101111011001111",452289,75962,2830,2479908,3444,1143162,26884,129779,1646823,4371,17940,651,52773,75540,3538,20470,1930,153984,64888,242522,63,5159,48930,1400472,838332,910203,32037,381217,6336,12439
"01010000111101111010",15127,772650,1660,65491,22930,4794,113522,39388,1968,23116,529992,130295,3687441,22651,578,8208,172,1985784,107649,84951,14404,644521,64,217302,11009,25668,449697,6667640,19366,1297
"01010000100001011111",130,5125,3835,2083163,241174,21398,18182080,4017,4340,436039,188311,419,27425,2859,456,37105,816,28614,5471,216742,176870,26713,175453,20984,10689,44123,217977,152736,295426,16464
"11001111011110001101",445872,53562,17579242,8455,246762,29111,1805397,19112,478758,1847439,12608,69100,1475447,5315,177,150155,41345,561552,11716,4051479,26323,356,62385,246263,8462,1004,9165,95216,3359,3173910
"00110000110100011101",240690,3467,5740146,225125,78330,21707,988390,13575,88443,482506,33741,3009731,170083,1618,109895,64574,34175,3574,777,1155482,1023827,171792,251509,1430,28782,1294,11615,447448,2503,260193
"00000111111010101111",1421,134752,36017,251313,2426709,187865,3327,216353,103957,416985,21785,47734,936803,3361,82855,2926,15592585,59606,956736,19883,126899,1566,1210132,35059,234008,940190,10157,1231,3382,55732
"10100001001011110100",153488,976235,1540,6787,1800726,10594,2665513,1448285,4339,3461208,213,13058,28092,7336,376612,5554,459,3770,110,130289,118192,734347,3265792,1294,61416,39404,54909,2025295,3827,465364
"10101110110111000001",105236,179052,172268,17348,9626136,165568,1864220,61872,311347,69631,449901,74,3692080,33192,31554,4902,67290,197537,644,648,21324,43443,7805,1204503,1138621,20461,86,227229,16525,30688
"00000101110100000011",9103,6277,37847,47701,107030,1520,864651,138255,792467,256,15600,434,4196,6659,50358,10111,427,397334,9969,790,55225,99,428,190952,10414,84408,24233,562557,187164,1635
"10110011110111110001",13010,77832,605970,559,7877,36676,2464496,11206,35043712,37790,41643,2037,621,9145,6423,285786,241883,139078,20104,1746,4288,31911,99356,1345,70656,3883,75059,2927,2731001,97529
"01010111000010001100",16196,17784,28807,52959,223742,163268,4307,75309,22975,592602,59301,20920,3578857,2249,280071,2754273,38568,6209377,893413,1043790,5950161,643,37483,7474752,21404,52977,37990,136994,913868,137173
"11010100111000010101",217295,57848,1285250,1693,31134,31405,159121,141907,133644,3059,50191,11136,10328,2773471,51961,14023,266336,6458,89039,21,7238,1148,33572,391861,85287,3809683,145421,1654939,970406,7788
"11000011001001001100",116418,2580,18045,1058260,48958,59416,28771,166032,610639,2758504,19364,3505711,174625,971610,60433,268100,3876997,75156,512,22952,21761,1093667,214689,2764217,265626,30312,23856,521031,75306,163185
"11100010110101011110",1536714,917,1993,3462,3219,106127,24395,662,4425,110653,137712,13372,2920229,4032,1274,26552,10343,7095921,4304,456913,142122,108882,958404,13951,40354,1376484,34944,15523,59377,107490
"00000001010111110010",30548,72131,43180,1646,154513,144021,211408,15918,1172846,3530,22514,15165431,25238,9693369,17733,1086674,808677,105,229310,1773771,22795,161599,44172,16077,1140950,276833,92995,1393627,1147164,1013756
"11111101000100111110",7867,124572,347,44227,473,85659,69291,121,16979,496672,386,3547,1834829,1835,264783,63094,736701,41312,34066,58478,7281,43354,63000,151555,280191,39109,243,1164,1885,7595
"10001110001000011111",21639,13886,219776,6325158,40006,210612,13302,505256,22037,23451,22559,57917,31723,16650,862760,414083,588,31151,12676,297865,964712,54885,119480,186265,1420551,5871377,314170,42012,361726,1541720
"11000010011100101011",10644135,1545,7212047,933276,116121,298942,613367,217312,4646,20468,333122,199164,30530,207191,18537,192842,31660,27821,1278377,29480,342,190453,44747,145095,9315,1647,266461,20355,22003,437506
"10000001101111100001",11770682,712231,6479,459559,179731,74295,183941,22,9954,34,9782,23989,573,34022,127846,803610,92621,41082,92,3866,4410584,58375,3728,3781,3025,21615,15,7032,21996,2757
"11100100010010010000",446,1033386,74226,24293,5774,1095689,4770,32490,11882,26251,2642,350219,1132,1498664,2446984,905588,6830415,1486,400740,242666,6003,1901,2435591,34399,248053,171226,58893,341063,68999,603223
"11110100100011110110",314503,3536,946559,581924,4115,286815,231666,4772,52352,55675,21338,1399930,541024,68309,70662,3241312,537947,80095,889814,2750058,3314,257027,921474,8476,13954,289601,44529,19134,656,122130
"00001110110100101100",1582,2423924,3309,52,39533,13101533,886255,177748,117796,20,207167,609213,483,132544,27180,12994,106678,1047103,11243,24080,4278,47832,127299,22222,2506649,13299,93,13090,4218,231892
"11010010000001101001",64701,2095,4774,2734090,63684,1455,64083,711153,121924,1705,596696,491632,440013,11,94765,160722,931809,6810,30086,829268,96297,770,60459,169073,511570,126936,4591,130973,86,231114
"01011101000000100100",8766,14841,95553,2910332,304,24513,4354450,133543,23914,12992,753,1231,107479,95379,16043,20361,151938,1226,794,354,90091,7872,32664,1332538,684429,40295,1885,15501,130859,5117
"01011011110110100101",116907,570,32240,12992,4827704,79760,373398,271434,1302709,2101,95968,7506,745059,88566,2819566,937,1114828,36280,161925,20351,6577,178,10781,16501,589163,11816,356687,10585,1369275,15006
"10110110001001100111",158830,49782,68902,136037,63547,6156941,1895067,10098,973927,4767,457751,9274,13999,2682167,3733,174232,842,38546,193930,1378,642694,3218,17225,753372,1810,146,3792444,286924,15210,10063
"00100000110000101001",16709,1684286,7187,146916,209302,306322,5877,323372,727878,17717,2599,114140,22988,68497,311117,15839,46240,84252,1093247,15452,83877,48904,1521479,11931,26396,127795,27,110110,23053,393801
"10111011001010010101",3781245,307017,14598,16191,237444,1638432,916929,885,717128,574,5273,12622,21929,5260,8232,39558,30844,20285,9621,7359,37387,27283,176,7325,268256,898,52816,5196,14526,79180
"01010101000001111111",1489,8187,17732,1034,5596784,489727,11323,346818,4918,14024,31216,33246,151553,559109,90647,769650,18500,11101,3145,1352837,12738,3424,326418,1143284,3143,318589,140,1432378,87701,388051
"11101010010000000101",205825,5201,44555,92068,102120,2091,1518406,33513,284889,13767,122032,15486,63281,280711,6959,25106,54150,36083,11243,4933,630801,1345,6487,668,154800,11066,1159114,365169,27307,2531
"11100110101011110111",1615573,1733,4741,2061,785994,490,1530,5741,826757,13,13375,3391,449852,475442,264339,626,1083870,303198,3522,277687,55749,1168,8130,474,15599,1120,1010354,16511,13306,1177380
"10011000101000100111",55059,2632,1937,535389,24439,35765,175948,1321353,8006564,469,240,108,525356,3909,92971,14,4606,7694,11985,34,1167,109,4115,111747,271731,101290,1388,42,17883515,3987
"01101010100001000000",387,306085,16577838,6872,34973,226359,162755,2501,755721,1351789,29945908,1234,593502,1580,28122,565594,2523,1603,465926,5057974,118571,70731,2551,17639,1215292,213156,4157,113580,49095,148840
"11111010010110101100",644,86866,165669,6976,23646,1394893,23992,6530365,826096,306281,75,81357,385434,156629,18517,44768,1516865,160999,7876,96931,3684594,4442,190005,39926,44727,2484275,30329,719,197592,3032
